S.No,"Name, Address & email Id of the Unit",Contact Person Name & Contact No.,Category (Manufacturer / Supplier),Product Name,Stock in Hand (In Nos.),Production Capacity per Week ( In Nos.),Remarks
975,"M/s M/S. Sri Garments,No.30 1st Street, Thillai Nagar, Dharapuram Road, KNP Colony Post, Tiruppur 641 604ganeshdhana3940@gmail.com",P.Ganeshan9894276886,Manufacturer,3Ply Surgical Masks,0,35000,Knitted Cloth with Inner Foam
976,"M/s M/s. Sri Ashwath Knits Unit -II,57/A, Periya Thottam, Kanakkampalayam
Poomalur Post, Mangalam Via, Palladam Taluk
Tiruppur 641 663sriashwathknits@gmail.com",V.Manipalanisamy9944992124,Manufacturer,PPE KITS,0,7000,PPE Kit - Coverall suit for medical applications
977,"M/s M/s. Sri Knit Fashions,No.1/1082-A, Podhigai Nagar,
K.Chettipalayam, Dharapuram Road, 
Tiruppur 641 608sriknit27@gmail.com","R.Jayaprabhu, M.Gangasri9952351525",Manufacturer,PPE KITS,0,10500,PPE  Kit (Cover all suit for Medical Applications)
978,"M/s Saarathaa Garments,No.47, Thilai Nagar 1st Street
Dharapuram Road, KNP Colony
Tiruppur 641 604saarathaagarments@gmail.com",S.Sarathamani7695889242,Manufacturer,3Ply Surgical Masks,0,28000,Knitted Fabric Face Mask
979,"M/s M/s. Amma Garments,115, Karuparan Kovil Street,
Tiruppur 641 603dmohandmohan@gmail.com",D.Mohankumar9842521167,Manufacturer,3Ply Surgical Masks,0,14000,Knitted Fabric Face Mask and 3 ply Non Woven Face Mask
980,"M/s M/S. SRG Apparels Limited,10-B, Padmavathipuram, Gandhi Nagar Post, Tiruppur
Plant at No.11/22-6B, Anna Nagar, 15 Velampalayam, 
Tiruppur 641 652meganathan@srgapparels.com",R. Govindraj9842347930,Manufacturer,PPE KITS,0,35000,PPE Kit (Coverall Suit for Medical Applications)
981,"M/s SRII ANNAI APPARELS,2/42 JANGO COMPOUND
OPPOSITE MAHALIAMMAN KOVIL
VEERAPANDI
TIRUPURsriannaiapparels@gmail.com",S.SADEESHKUMAR9994674747,Manufacturer,PPE KITS,0,11500,
982,"M/s WESTERN GHAT APPARELS,ANGERIPALAYAM, TIRUPURwesternghatsapparels@gmail.com",JAGANATHAN8072434634,Manufacturer,3Ply Surgical Masks,25000,70000,
983,"M/s ANIRUP INDUSTRIES,2/949-B, RUPIKA GARDEN, MAHALAKSHMI NAGAR EAST,
State GOUNDAMPALAYAM ROAD, PALLADAM Postal Code PIN-641664anirup@rediffmail.com",KRISHNAMOORTHY9944452210,Manufacturer,PPE KITS,0,7000,PPE COVERALL
984,"M/s THE COTTON AND TEXTILE CORPORATION,5/6, Rakkiyapalayam, Near Cheran nagar, Kangeyam Road, Tirupur 641006dilip@cotex.com",HITESH DESAI9843055040,Manufacturer,3Ply Surgical Masks,0,14000,
985,"M/s THE COTTON AND TEXTILE CORPORATION,5/6, Rakkiyapalayam, Near Cheran nagar, Kangeyam Road, Tirupur - 641006dilip@cotex.com",HITESH DESAI9843055040,Manufacturer,PPE KITS,0,11200,PPE Coverall Non woven
986,"M/s QULAIANCE INTERNATIONAL PVT LIMITED,5/491R, LAKSHMI NAGAR, VENGAMEDU, CHETTIPALAYAM VILLAGE, TIRUPPURinfo@qualiance.com",PROMOD8248404164,Manufacturer,PPE KITS,0,8400,PPE OVERALL  ( POLYESTER WITH RUBBER COATING)
987,"M/s Sleek Fashions,no.6,Sherankadu south,KNP colony, Dharapuram road,Tirupur-641608praveen@sleekfashions.in",Sanmugapraveen9944936445,Manufacturer,PPE KITS,3000,25000,PPE - Cover all Suit
988,"M/s Sleek Fashions,no.6,sherankadu south,KNP colony,Dharapuram road,Tirupur-641608praveen@sleekfashions.in",Sanmugapraveen9944936445,Manufacturer,3Ply Surgical Masks,10000,35000,We are producing PPE kits in non woven fabric and mask in non woven fabrics
989,"M/s Sleek Fashions,no.6,sherankadu south,KNP colony,Dharapuram road,Tirupur-641608praveen@sleekfashions.in",Sanmugapraveen9944936445,Manufacturer,KN95 Masks / N95 Masks,1500,10000,We are producing PPE kits in non woven fabric and mask in non woven fabrics
990,"M/s HONEYWELL CREATION,S.F.NO.161/1B
AVISHKA GARDEN
GURUVAYURAPPAN NAGAR NORTH
BOYAMPALAYAM, tIRUPPUR- 641602ravi@honeywellcreation.com",RAVICHANDRAN S9894221055,Manufacturer,3Ply Surgical Masks,300000,1500000,We are manufacturing personal protective kit and Face Mask.
991,"M/s RAB APPAREL,3/375, 25(A), Tirupur Road,
Perumanallurrrajeshkanan@rabapparel.com",RAJESHKANNAN. R9500418333,Manufacturer,PPE KITS,0,18000,
992,"M/s Sri velan tex,Karruppagoundam palayam road, vellingiri compound,  tirupurnaveenrajptr@gmail.com",Naveen9585569934,Manufacturer,KN95 Masks / N95 Masks,10000,5000,
993,"M/s M/S. Aadhvik Garments,63, Madhura Complex, Anusham Nagar,
Udumalpettai, Tiruppur 642 126aadhvikgarments@gmail.com",Jayalakjshmi8072933130,Manufacturer,PPE KITS,0,3500,PPE - Cover all
994,"M/s KONGU HEART CENTRE PHARMACY,No.80, Karattangadu Bus Stop, Dharapuram Main Roadkonguheartcenter@gmail.com",Dr.S.Selvaraju9443794555,Manufacturer,3Ply Surgical Masks,100000,500000,
995,"M/s RAB APPAREL,3/375-25(A), TIRUPPUR ROAD, PERUMANALLUR, TIRUPUR - 641666rrajeshkanan@rabapparel.com",RAJESHKANNAN. R9500418333,Manufacturer,PPE KITS,100000,18000,
996,"M/s M/s. Sri Amman Garments,No.8/191 B, EB Office Road,
Amman Nagar, Pooluvapati Post, P.N.Road,
Tiruppur 641 602sriammangarments1196@gmail.com",P.Ayyasamy9597881196,Manufacturer,PPE KITS,0,4200,PPE  KIT (Doctors Cover All)
997,"M/s M/s. S.R.Exports,No.57, AVP Road, Anupparpalayampudur
Tiruppur 641 652srexportstup@gmail.com",S.Sathishkumar7708444534,Manufacturer,PPE KITS,0,14000,PPE - Cover all Suit
998,"M/s M/s. DSR Textiles,SF.No.267, Othakadai, Vijayapuram Road,
Kangeyam Road, Tiruppur 641 606dsrtextiles.siva@gmail.com",Dhanalakshmi9698220143,Manufacturer,PPE KITS,0,2800,PPE - Non Woven Medical Dress
999,"M/s M/s. Kandhan Knitss,1/287-B, P.N.Road, Tiruppur 641 666dhanapal@kandhamknitss.in",P.Dhanapal9787555555,Manufacturer,PPE KITS,0,17500,PPE - Doctor Full Suit
1000,"M/s M/S. Sri Hayagriva Creation,8/201B, Udhayam Nagar, Uppulipalayam
Clifton Opp, Arulpuram, Tiruppur 641 605sriarunesh18@gmail.com",Sri Arunesh9943457561,Manufacturer,PPE KITS,0,7000,PPE Kits for Medical Applications
1001,"M/s B.S.APPAREL,23-25, SIDCO MUDALIPALAYAM, TIRUPUR 641606beema@bsapparelindia.com",BEEMARAJ9894635533,Manufacturer,KN95 Masks / N95 Masks,0,14000,"Reusable N95 mask, 5 layer,  Woven clothing, with filter and micro ventilator"
1002,"M/s RSP TEX,No. 2, Muthaiyan Kovil 5th Cross Street,
Vellyankadu South,
Tirupur 641604rsptex2017@gmail.com",PRAKASH R7530002315,Manufacturer,3Ply Surgical Masks,0,140000,
1003,"M/s M/s. Jupiter Clothing Company Private Limited,304, Jupiter Avenue, Anupparpalayam Post,
Tiruppur 641 652lolita@Jupiter-india.com",S.Krishnaraj9585155188,Manufacturer,PPE KITS,0,14000,Non Woven Full Cover Medical Dress
1004,"M/s M/s. P.V.G.Overseas Mills,60, PVG Nagar, Opp to PVG & CO
Valayankadu West,
Tiruppur 641 603sakthi@pvggroup.co.in","Pranesh Venkatachalam, P.Sakthivel9843699797",Manufacturer,PPE KITS,0,3500,PPE Doctor Full Suit
1005,"M/s M/s. P.V.G.Overseas Mills,60, PVG Nagar, Opp to PVG & Co
Valayankadu West, Tiruppur 641 603sakthi@pvggroup.co.in","Parnesh Venkatachalam, Sakthivel9843699797",Manufacturer,3Ply Surgical Masks,0,5600,Knitted Face Mask
1006,"M/s PERILAC GARMENTS,3/485, Uthukuli main Road, Mannarai, Tirupur 641607gopal@perilac.com",GOPALAKRISHNAN.P9443221080,Manufacturer,PPE KITS,0,35000,PPE NON WOVEN COVERALL WITH INSIDE LAMINATION
1007,"M/s M/s. True Fashions,No.19/11, Murugasamy Layout
Thiyagi Kumaran Colony
Kongu Main Road, Tiruppur 641 607karthik@truefashion.org",K.Karthikeyan9894766835,Manufacturer,PPE KITS,0,7000,Non Woven Inside Lamination
1008,"M/s ANITHA TEX COAT INDIA PVT LIMITED,10, Bridge Colony Extension, Lakshmi nagar, Tirupur 641607accounts@anithatex.com",KARTHICK9962927833,Manufacturer,PPE KITS,0,350000,PPE COVERALL NON WOVEN POLYPROPHELENE
1009,"M/s SHIVA TEX YARN LIMITED,Kodangipalayam village, Palladam, Tirupur Districtinfo@shivatex.co.in",RAVINKUMAR8056560107,Manufacturer,PPE KITS,0,7000,PPE COVERALL CLOTHING THAT CAN BE USED IN CORONA WARD WITH SEAM SEALING USING SPECIAL SEAM SEALING MACHINE
1010,"M/s Texpro inc,102,Valayankadu main road near Revathi hospital,tiruppurTexproincorp@gmail.com",Santhamoorthy9944648888,Manufacturer,PPE KITS,2000,5000,
1011,"M/s Texpro inc,102,Valayankadu main road near Revathi hospital,tiruppurTexproincorp@gmail.com",Santhamoorthy9944648888,Manufacturer,3Ply Surgical Masks,10000,25000,
1012,"M/s Texpro inc,102,Valayankadu main road near Revathi hospital,tiruppurTexproincorp@gmail.com",Santhamoorthy9944648888,Manufacturer,PPE KITS,2000,5000,
1013,"M/s Texpro inc,102,Valayankadu main road near Revathi hospital,tiruppurTexproincorp@gmail.com",Santhamoorthy9944648888,Manufacturer,3Ply Surgical Masks,10000,25000,
District Name: Thiruvallur,,,,,,,
1014,"M/s TAPCO PNEUMATICS PVT LTD,No.61, Kanniamman koil street, Ambattur Industrial Estate (north phase), Chennai-600098.ashithasudhakar@tapco.co.in",K.ASHITHA9840761015,Manufacturer,VENTILATOR,0,100,"We M/S. Tapco Pneumatics Pvt Ltd., in Chennai Ambattur Industrial Estate. we developed ambu bag automation for covid-19 patients."
1015,"M/s L.R Clinical and Hygienic Products,No.163,1st Main road,SIDCO Women's Industrial park,Kattur Village,Thirumullaivoyal,Chennai 600 062rajkumarlaksha@gmail.com",Laksha Rajkumar8939000372,Manufacturer,PPE KITS,5000,15000,"This is a ISO Certified unit.We manufacture our products in a highly sanitized and well safely equipped environment in order to control the spread of virus,bacteria etc."
1016,"M/s L.R Clinical and Hygienic Products,No.163,1st Main road,SIDCO Women's Industrial park,Kattur Village,Thirumullaivoyal,Chennai 600 062rajkumarlaksha@gmail.com",Laksha Rajkumar8939000372,Manufacturer,3Ply Surgical Masks,150000,500000,"This is a ISO Certified unit.We manufacture our products in a highly sanitized and well safely equipped environment in order to control the spread of virus,bacteria etc."
1017,"M/s VENU ENGINEERING SERVICES,Plot No.1, SIDCO Industrial Estate, Sengarai-602026info@venuengg.com",K. RAGHAVENDRAN9841028167,Manufacturer,3Ply Surgical Masks,0,25000,Proposed unit for manufacturing
1018,"M/s VENU ENGINEERING SERVICES,Plot No.1, SIDCO Industrial Estate, Sengarai-602026info@venuengg.com",K. RAGHAVENDRAN9841028167,Manufacturer,Sanitizer (Alcohol Based),0,6000,Proposed unit for manufacturing
1019,"M/s TCI FREIGHT,GNT ROAD VERKADU VILLAGE GUMMUDIPUNDI 601201gmd@tcifreight.in",Banwari lal8448393505,Supplier,Multipara Monitors,,,
1020,"M/s Karuni exports india private limited,DP 76 , SIDCO , Thirumalizhai , Poonamallee , Chennai 600124kuttimanig@yahoo.co.in",Kuttimani G9176388847,Manufacturer,Sanitizer (Alcohol Based),100,1000,Sanitizer Floor Mat
1021,"M/s Synergy Automatics,PLOT NO 101 102  103 TASS INDUSTRIAL
ESTATE AMBATTURsynergy@synergyautomatics.in",JAGATHALA PRATHAPAN8610000128,Supplier,KN95 Masks / N95 Masks,20000,20000,We also manufacture Aerosol Disinfectant tunnel
1022,"M/s Amvotronics Pvt Ltd,No:78B, Kuppusamy street,Balaji Nagarsales.amvotronics@gmail.com",sathya M9042027915,Supplier,KN95 Masks / N95 Masks,200,1000,"WE AMVOTRONICS PVT LTD ARE SUPPLIERS OF SAFETY ITEMS LIKE HALF FACE RESPIRATORS, ULTRA VILOLET CHAMBERS, UVC LIGHTS ETC"
1023,"M/s veronica,122 Mugappair Road, Sathya Nagar, Padi, Chennai - 600050veronicaind2000@gmail.com",Malarvizhi Murugesan9884321828,Manufacturer,3Ply Surgical Masks,10000,15000,"3 ply cloth mask we have.   If you provide sugical mask raw materials, we can supply 15000 to 20000 per week"
1024,"M/s Amvotronics Pvt Ltd,No:78B, Kuppusamy street,Balaji Nagarsales.amvotronics@gmail.com",sathya M9042027915,Supplier,3Ply Surgical Masks,1000,100000,"WE AMVOTRONICS PVT LTD ARE SUPPLIERS OF SAFETY ITEMS LIKE HALF FACE RESPIRATORS, ULTRA VILOLET CHAMBERS, UVC LIGHTS ETC"
1025,"M/s Shri Plasto Packers Pvt Ltd,F90/1, SIPCOT Industrial Complex, Gummudipoondi : 601201sppltd2004@gmail.com",Dhruv Nathany9840924898,Manufacturer,Sanitizer (Alcohol Based),500000,1500000,We are into manufacturing of 25MM and 28MM FLIPTOP caps and closures for Sanitizers. Can provide best rate for bulk quantity
1026,"M/s My M N Sons,No 4271 TNHB B type, Ayapakkam, Chennai 600077mnsonsmanufacturer@gmail.com",Shyamala6380246935,Supplier,3Ply Surgical Masks,100,10000,supplier whole sale
1027,"M/s My M N Sons,No 4271 TNHB B type, Ayapakkam, Chennai 600077mnsonsmanufacturer@gmail.com",Shyamala6380246935,Supplier,KN95 Masks / N95 Masks,100,10000,supplier whole sale
1028,"M/s KATHIR SUDHIR AUTOMATION SOLUTIONS,PLOT 6, F2,DEW FLOW APPT, VGN AVUNE EXTN, KUMANANCHAVADI,CHENNAIpandian@kathirsudhirautomation.com",PANDIAN S9176628086,Manufacturer,Fowler Cot,0,20,Electrical Fowler cot and Related Electrical Control system for hospital ICU cot and related cots
1029,"M/s Redsky Industries,No.65,Pallam Street,Ambattur,Chennai-53redskyindustries02@gmail.com",Leyander8939991462,Manufacturer,Pillows,1000,3000,"In fight against COVID-19,we support each and every measure to control the virus spread.We manufacture our products with all precautions  and safety measures in our unit."
1030,"M/s SAIYASIKABIOCHEM,G,16.CHANDRA FLATS, H-BLOC.PHASE-11
RAJARAM 4TH CROSS STREET,GM NAGAR EXTN.saiyasikabiochem@gmail.com",SUDALAIYADUM PERUMAL7358745803,Supplier,Sanitizer (Alcohol Based),100,500,
1031,"M/s GreenMoon BioChem,No.119/2A1B & 119/2B2,
Kavarapettai Sathyavedu Highway,
Getnamallee, Gummidipoondi Taluk,
Thiruvallur 601201.ajayh@greenmoon.in",Ajay Haridass8248122181,Manufacturer,Sanitizer (Alcohol Based),10,15000,"We have the capacity to manufacture and pack 15000 kgs of Hand Snantizer per week, apart fom manufacture of Soaps and Hand Wash too."
1032,"M/s SAIYASIKABIOCHEM,G,16.CHANDRA FLATS, H-BLOC.PHASE-11
RAJARAM 4TH CROSS STREET,GM NAGAR EXTN.saiyasikabiochem@gmail.com",SUDALAIYADUM PERUMAL7358745803,Supplier,KN95 Masks / N95 Masks,100,1000,
1033,"M/s PADMAM ONLINE BUSINESS SOLUTIONZ,j.balajichennai@gmail.com",Jaganathan Balaji9710917719,Supplier,KN95 Masks / N95 Masks,0,500,
1034,"M/s Synergy Automatics,PLOT NO 101 102  103 TASS INDUSTRIAL
ESTATE AMBATTURsynergy@synergyautomatics.in",JAGATHALA PRATHAPAN8610000128,Supplier,Sanitizer (Alcohol Based),10000,100000,We also manufacture Aerosol Disinfectant tunnel
1035,"M/s S.L.INDUSTRIES,SF NO.475/2A, GANDHI STREET, BALAJI NAGAR,AMBATTUR,CHENNAI-600 053slindustries1972@gmail.com",SIVAKUMAR9790555355,Manufacturer,Sanitizer (Alcohol Based),0,20,MANUFACTURE SALE OF EQUIPMENTS
1036,"M/s KGR FABTEK,92/1,14,15,16,30SAMUVEL NAGAR,VADAPERUMBAKKAM,.CHENNAI 600060kgrfabtek@gmail.com",krishnan9543713653,Manufacturer,PPE KITS,0,2000,Manufacturing face shield with acrylic cover and also pedal type sanitizer  dispenser stand
1037,"M/s VENU ENGINEERING SERVICES,Plot No.1, SIDCO Industrial Estate, Sengarai-602026info@venuengg.com",K. RAGHAVENDRAN9841028167,Manufacturer,KN95 Masks / N95 Masks,0,10000,Proposed unit for manufacturing
1038,"M/s Swastimed Industries,No. 66, First Street, Sathya Nagar, Villivakkam, Chennai - 600049swastimed@gmail.com",9384020080,Manufacturer,PPE KITS,1000,5000,We only use material that is approved and accredited by Indian Government nominated testing labs.
1039,"M/s Redsky Industries,No.65,Pallam Street,Ambattur,Chennai-53redskyindustries02@gmail.com",Leyander8939991462,Manufacturer,Hospital Matresses,1500,8000,"In fight against COVID-19,we support each and every measure to control the virus spread.We manufacture our products with all precautions  and safety measures in our unit."
1040,"M/s VENU ENGINEERING SERVICES,Plot No.1, SIDCO Industrial Estate, Sengarai-602026info@venuengg.com",K. RAGHAVENDRAN9841028167,Manufacturer,VENTILATOR,0,10,Proposed unit for manufacturing
1041,"M/s My M N Sons,No 4271 TNHB B type, Ayapakkam, Chennai 600077mnsonsmanufacturer@gmail.com",Shyamala6380246935,Supplier,COVID TESTING KITS,1000,10000,supplier whole sale
1042,"M/s ADHISAKTHI PROJECTS PRIVATE LIMITED,20/10, Ganesh Nagar Main road, Opp Royal Enfield, GK Industrial Estate, Alappakkam, Porur, Chennai 600 116cskannan@adhisakthi.com",C.SENTHIL KANNAN7667106999,Manufacturer,VENTILATOR,1,5,We are starting the prototype based on the new announcement of Government of Tamilnadu
1043,"M/s Redsky Industries,No.65,Pallam Street,Ambattur,Chennai-53redskyindustries02@gmail.com",Leyander8939991462,Manufacturer,PPE KITS,1000,3000,"In fight against COVID-19,we support each and every measure to control the virus spread.We manufacture our products with all precautions  and safety measures in our unit."
1044,"M/s Teresa Systems,Plot 13, 25th Cross Street, Lenin Nagar, Chennai - 600053ausbon@teresasystems.com",Ausbon MJ7092401234,Manufacturer,Sanitizer (Alcohol Based),1000,10000,"We manufacture Sanitizer, Hand wash, masks and accessories for PPE"
1045,"M/s GREEN FUTURE AGENCY,No.4 Indira nagar, selai road, Thiruvallurgreenfutureagency17@gmail.com",Karthik C7010520671,Supplier,Sanitizer (Alcohol Based),10000,50000,Himalaya pure hand sanitizers
1046,"M/s PAISHING PACKAGAING VENTURES PRIVATE LIMITED,NO 107 , PERIYAPALAYAM  VIA, BANDIKAVANOOR VILLAGE, PONNERI TALUK, THIRUVALLUR DISTRICTpaishingindia@gamil.com",SYED IBRAHIM9952165728,Manufacturer,PPE KITS,0,70000,MANUFACTURING OF PPE KITS PRODCUTS
1047,"M/s TatyanaVlasova,http://xrumer.ccmyahmarks1989@bumikind.bizml.ru",myahmarks1989@bumikind.bizml.ru89169319983,Manufacturer,Fowler Cot,,,"Доброе утро! 
Можем предложить самые лучшие прогоны, чтобы ""угробить"" интернет-сайт ваших конкурентов. Всего от 2 000 руб. 
- 100% результат. Интернет-сайты точно ""у"
1048,"M/s SHARPBEND INDUSTRIES,14TH STREET, SIDCO INDUSTRIAL ESTATE, AMBTTUR, CHENNAI -600098sharpbendindustries@gmail.com",P.PARTHIBAN9840997149,Manufacturer,Fowler Cot,0,100,
1049,"M/s Redsky Industries,No.65,Pallam Street,Ambattur,Chennai-53redskyindustries02@gmail.com",Leyander8939991462,Manufacturer,3Ply Surgical Masks,100000,700000,"In fight against COVID-19,we support each and every measure to control the virus spread.We manufacture our products with all precautions  and safety measures in our unit."
1050,"M/s York Bioscience Private Limited,Old no SP 58, New no 25, 5th Street, 
Ambattur Industrial Estate (South) 
Chennai - 600 058.yorkbioscience@gmail.com",S.T.Paulraj9840165270,Manufacturer,Sanitizer (Alcohol Based),0,25000,We can manufacture and supply Hand Sanitizer 5000 Liters/day (5 Tons).
District Name: Thiruvannamalai,,,,,,,
1051,"M/s DYNAMIC TECH INDUSTRY,No,23 pillaiyar koil Street, Thumbai Village,Palli Post,
Cheyyar Taluk, Thiruvannamalai 604407dynamictechindustry03@gmail.com",G Ramu8072266391,Manufacturer,3Ply Surgical Masks,15000,10000,"We Dynamic Tech Industry Leading manufactures & suppliers of covid-19 products like Disposable Bedsheet & Pillow Cover,Gowns, masks & PPE Kits,"
1052,"M/s DYNAMIC TECH INDUSTRY,No,23 pillaiyar koil Street, Thumbai Village,Palli Post,
Cheyyar Taluk, Thiruvannamalai 604407dynamictechindustry03@gmail.com",G Ramu8072266391,Manufacturer,PPE KITS,0,1000,"We Dynamic Tech Industry Leading manufactures & suppliers of covid-19 products like Disposable Bedsheet & Pillow Cover,Gowns, masks & PPE Kits,"
1053,"M/s DYNAMIC TECH INDUSTRY,No,23 pillaiyar koil Street, Thumbai Village,Palli Post,
Cheyyar Taluk, Thiruvannamalai 604407dynamictechindustry03@gmail.com",G Ramu8072266391,Manufacturer,Pillows,5000,10000,"We Dynamic Tech Industry Leading manufactures & suppliers of covid-19 products like Disposable Bedsheet & Pillow Cover,Gowns, masks & PPE Kits,"
1054,"M/s M S Automation,531, Cheyyar Kanchipuram Main Road, Cholavaram Village and Post, Vembakkam Taluk, Thiruvannamalai District - 631701emailtomsautomation@gmail.com",Mohan9003542484,Supplier,KN95 Masks / N95 Masks,500000,200000,"We are supplier of different types of Hand Gloves, Mask and Sanitizer."
1055,"M/s M S Automation,531, Cheyyar Kanchipuram Main Road, Cholavaram Village and Post, Vembakkam Taluk, Thiruvannamalai District - 631701emailtomsautomation@gmail.com",Mohan9003542484,Supplier,Sanitizer (Alcohol Based),2000,5000,"We are supplier of different types of Hand Gloves, Mask and Sanitizer."
1056,"M/s TatyanaVlasova,http://xrumer.ccmyahmarks1989@bumikind.bizml.ru",myahmarks1989@bumikind.bizml.ru89169319983,Supplier,Pillows,,,"Всегда готовы предложить услугу: 
""Устранение интернет-ресурсов конкурента или мошенника!"" 
Какими способами это делают наши эксперты?! 
- Профессиональный опыт нашей"
1057,"M/s M S Automation,531, Cheyyar Kanchipuram Main Road, Cholavaram Village and Post, Vembakkam Taluk, Thiruvannamalai District - 631701emailtomsautomation@gmail.com",Mohan9003542484,Supplier,3Ply Surgical Masks,100000,700000,"We are supplier of different types of Hand Gloves, Mask and Sanitizer."
District Name: Thiruvarur,,,,,,,
1058,"M/s DELTA HEALTHCARE INDUSTRIES,NO-1/13,AANDAVAR NAGAR,TTP ROAD,MANGUDI & POST,THIRUVARUR-DIST,TAMILNADUelangopdy@gmail.com",R.ELANGOVAN9942466663,Manufacturer,Sanitizer (Alcohol Based),5000,15000,WE ARE FULL PLEDGED MANUFACTURING AND SUPPLY OF COVID 19 ESSENTIAL ITEMS.PL ENLIST OUR COMPANY FOR SUPPLY
1059,"M/s DELTA HEALTHCARE INDUSTRIES,NO-1/13,AANDAVAR NAGAR,TTP ROAD,MANGUDI & POST,THIRUVARUR-DIST,TAMILNADUelangopdy@gmail.com",R.ELANGOVAN9942466663,Manufacturer,PPE KITS,100,1000,WE ARE FULL PLEDGED MANUFACTURING AND SUPPLY OF COVID 19 ESSENTIAL ITEMS.PL ENLIST OUR COMPANY FOR SUPPLY
1060,"M/s DELTA HEALTHCARE INDUSTRIES,NO-1/13,AANDAVAR NAGAR,
TTP ROAD,
MANGUDI & POST,
THIRUVARUR-DIST,TAMILNADUelangopdy@gmail.com",P.R.Elangovan9942466663,Supplier,KN95 Masks / N95 Masks,,,"WE ARE SUPPLIER OF COVID 19 PROTECTION ESSENTIAL MATERIAL
ALL TYPE OF MASK SUPPLIER"
1061,"M/s DELTA HEALTHCARE INDUSTRIES,NO-1/13,AANDAVAR NAGAR,TTP ROAD,MANGUDI & POST,THIRUVARUR-DIST,TAMILNADUelangopdy@gmail.com",R.ELANGOVAN9942466663,Manufacturer,Hospital Matresses,0,100,WE ARE FULL PLEDGED MANUFACTURING AND SUPPLY OF COVID 19 ESSENTIAL ITEMS.PL ENLIST OUR COMPANY FOR SUPPLY
1062,"M/s LIFE CARE BIO MEDICALS,6/2, 4th street, L. N. Puram, Aranthangi, pudukkottai 614616 9003432356 9585840192lifecarebiomedicals@gmail.com",Manikandan R9585840192,Supplier,Multipara Monitors,1,10,"Medical equipment calibration with service and sales , blood bank equipment calibration & service"
